"FailureID","Loco","Date","Equipment","Label","Confidence","FailureSummary"
"4237983","32134","25/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; AFTER PASSING NEUTRAL SECTION . PENTO GRAPH SUDDEN LOWERED. MESSAGE CAME VCB STUCK UP ON POSITION AND CATENARY VOLTAGE OUT OF RANGE. TRAIN STOPPED AND MAKE MCE OFF / ON LOCO PUT RIGHT. During investigation found TM bearing seized. The reason of failure is excess heating of bearing due to either rubbing of its mating component or bearing self-defects and also Brass cage deformation lead in roller settled on Inner racer and stuck on its surface by making groove mark. This is a p"
"4227199","30507","20/05/2024","Traction Motor G9P7","LEVEL_2","HIGH","Misc; LP INFORMED EX DDR WHILE STARTING FAULT ( F0304P-2) AND SPEED NOT INCREASE MORE THAN 5 KMPH. MCE OFF/ ON THEN LOCO BECOME TO NORMAL. TM-6 ISOLATED CONDITION DUE TO PINION IS REMOVED CONDITION. WHILE PASSING FROM BOR LOOP LINE LP INFORMED AT 01.57 HRS HE NOTICED SMOKE FROM TM-4 SO STOPPED THE TRAIN AT MAIN LINE. AS PER LP AXLE NO-4 SUSPECTED RUNNING JAM. ADVISED HIM TRAIN TO BE BACK IN LOOP. TRAIN BACK IN LOOP LINE AT.02.02 HRS. RELIEF LOCO DEMAND AT 01.58 HRS. LOCO NO. Suspected due to end"
"4223199","37491","17/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); TRAIN NO. 12951 LOAD – 21/42 – 1050T WKG CAB - 2 LP – ARUN KUMAR SINGH (BDTS) BUR – MEDHA SR – MEDHA BRAKE TYPE – E-70 BRIEF - 17:28 HRS – DY. PUNCTUALITY INFORMED TO TLC THAT SMOKE FROM LOCO OF 12951. 17:36 HRS – LP INFORMED TO TLC THAT TRAIN BETWEEN  KILE – BVI AT KM NO. 32/03 DUE TO THAT TM-6 , AXLE-6  WAS JAMMED. ADVISED LP TRY TO ISOLATE BOGIE - 2 ELECTRICALLY AND PNEUMATICALLY. BUT LP INFORMED THAT BOGIE IS VIBRATING AND SMOKE FROM TM-6. 17:37 H"
"4213883","33042","12/05/2024","Traction Motor G9P7","LEVEL_2","HIGH","Earth Fault in Stator winding; TM-1 IR'0' in U/Sch. After dismantle found stator winding flashed. This is an out of warranty material failure case found TM-1 IR 0 Mohm due to which bogie-1 isolated.  Earth Fault in Stator winding"
"4199130","32004","04/05/2024","Traction Motor G9P7","LEVEL_1","HIGH","TM bearing seized; Attended in PPIO Section jobcard 091 during loco 33503 visit for IA on Feb 18 2025  4:25PM.   TM bearing seized"
"4192769","32441","01/05/2024","Traction Motor G9P7","LEVEL_2","HIGH","; Up Train Con/GZB , Loco no- 27308/DDU , LP- Uday Mahto , H/Q- BRKA Inform to TLC/BRKA at 00/25 Hrs that Long Haul Dn Train Engine Smoke Seen and also Inform to Dn Train LP through VHF. TLC/BRKA at once Inform to  DY/BRKA and SEC.CNL/BRKA.                      Dn Train  L/ Haul LP Stop the Train at km no - 196/18 at 00/27 in Between RCGT- CTQ . LP - Jitendra Kumar-4 /DDU Check the Loco no-32441/BJU (1st Part of L/Haul) and found TM-6 Heavy Smoke so LP use F/Extinguisher , and LP Put TR.Bogi-2 I"
"4190943","37118","30/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); At ADI TI shed siemens staff New software update, and loco cheched found normal. This loco has been checked jointly by CLI/ASH SSE/C & W and SS/ASH at ASH (Ashbaugh) station. As per their joint report Smoke was coming from traction motor no. 5.            On further checking at Gonda shed it was found that Traction motor no. 5 drive end bearing was found seized due to TM5 retaining collar came out and touch with pinion resulting axle locked. This bear"
"4186531","39208","27/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE side deflector displaced; 08.42 - FIR by LP. 08.37 - While approaching BBS Home signal, LP observed smoke emission from TM-1. 08.45 - BBS PF-03 arr. TRS/BBS attend and advice to loco detached and relief loco arrange. 08.50 - Relief loco demand by TLC. 09.15 - working loco 39208/GMO detached from train. 09.25 - Detach loco move to yard and kept on BBS yard. 09.52 - On hand loco 35040/WAP-5/GZB attached on train. 09.59 - HOG coupled. 10.15 - Air pressure ready. 10.16 - Train dep from BBS/PF-03."
"4184023","31032","26/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","Teeth Broken (Reqd. to add in 21 T Pinion); LPM reported from GGC/LRU section that foul smell noticed while train was running between COO/GGC near IBS without any fault message on DDS. Train stopped at GGC for schedule hault and found that smoke coming out from gear case no/03. He checked thoroughly and isolated traction bogie/01 by MCB 127.1/1,127.11/2 and switch 154 on '1’. Checked all wheel movement and smoke found reduced so he starts train from GGC and suggested to attend at SWM by TRS staf"
"4181276","32527","24/04/2024","Traction Motor G9P7","LEVEL_2","HIGH","DE side  winding flashed; LPM reported from GGC/LRU section that foul smell noticed while train was running between COO/GGC near IBS without any fault message on DDS. Train stopped at GGC for schedule hault and found that smoke coming out from gear case no/03. He checked thoroughly and isolated traction bogie/01 by MCB 127.1/1,127.11/2 and switch 154 on '1’. Checked all wheel movement and smoke found reduced so he starts train from GGC and suggested to attend at SWM by TRS staff. TLC advise him "
"4178149","37271","23/04/2024","Traction Motor G9P7","LEVEL_2","HIGH","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); Up cyd Chaser reported at 02:32 hrs that train arrived DDU PF-8 at 02:24 hrs, while entering in PF smoke emission from loco underneath. On arrival up/cyd chaser found fire caught near wheel no-1 underneath. I/C ALP used 03 Fire Extinguisher then fire extinguished. At once loco tripped by LP, checked found all brake released condition. At 02:35 hrs advised to detach the loco and send to new shed. I/C loco 37271 detached & out at 02:50 h"
"4159690","33574","13/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 00.11JKT ARR L N-4 00.17SIGNAL GIVEN 00.21LP GIVEN FIRST PRIMARY INFORMATION LOCO NOT MOVE TM-6 AXLE LOCK FOUND 00.24SIGNAL ON BY TFC 00.30MEMO GIVEN TO DY GOODS 00.33LOCO DETACHED FROM LOAD 01.13CLI RTM ARRIVED AT JKT BY TRAIN 12228 01.30AS PER CLI TM-6 AXLE LOCKED FOUND AND LOCO MOVEMENT NOT POSIBLE 05.50DSL SHED STAFF DEP EX RTM BY ROAD 08.40JE TRS RTM & CLI RTM WITH TRS STAFF DEP EX RTM BY 09382 10.00DSL SHED STAFF ARRIVED AT JKT 11.43JE TRS RTM &"
"4145344","30532","04/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","DE Bearing Seize) (Reqd. to add in Bearing); 04/25 HRS SCH DEP FROM BNW  AFTER DEP BNW LP TOOK NOTCH ONE BY ONE ,AUTO REGRATION START ON 5-6 NOTCH. LP CLEAR B/S BY MANNUAL NOTCH (GR). 04/40 HRS CLEAR B/S AT BNWC  04/50 HRS. LP DEMAND RELIEF LOCO .  LP CONSULT WITH SHED & CLI SH. JAGAT SINGH (9729531437), AS PER  CLI , LP CUT-OUT MOTER NO 2,5 . BUT NOT SUCCESS . 05/00 HRS. AS PER CLI & SHED LOCO DECLARE FAILED . Loco wheel was lifted and send to Trip shed AII. At trip shed Gear case no.4 was open"
"4143364","33666","03/04/2024","Traction Motor G9P7","LEVEL_2","HIGH","Teeth scored/ Pitmark/ grooved; At RTM TI brc  shed staff  attended  and checked found normal.as per line booking Cab-1 side traction not comes.   Teeth scored/ Pitmark/ grooved"
"4143523","31057","03/04/2024","Traction Motor G9P7","LEVEL_1","HIGH","Pinion Shaft parted (Reqd. to add in 21 T Pinion); Attended in E1 Section jobcard 023 during loco 37046 visit for IC on May 14 2024  9:46AM. Loco arrived in shed on date 09/04/2024, During checking found Gearcase 3 oil PPM is >12000PPM. After dropping gearcase found TM 3 pinion shaft broken. Due to which, TM 3 isolate in line and also fault message like Avg. speed too high in motor group, blocking by DSP and protective shutdown DCUM generate and lead to isolate all TM one by one because due to p"
